Symbol,Maturity,Current Price,Trend,Trend Score,Composite Score,Belief Quality,Quantiment (%),Sentiment,Reference Return (%),Risk,Safety,Safety Score,Healthy Score,Reference Rating,Reference State,Strategic Signal,sharpRatio,Summary,Reference Prices,Category signal,ret_1d,ret_7d,ret_14d,ret_30d,cum_ret,vol_7d,vol_14d,vol_30d,mdd,win,loss,avg_ret,avg_up,avg_down,ret_w,ret_2w,ret_m,score,grade,level,ret_score,risk_score,stability_score,payoff,Safety Band,Health Band,Investor Type,Current Stance,Portfolio Role,Risk Label,Investor Fit Score,Interpretation
SYK,MATURE,290.88,Downward,-1,-1.42,30,44.61,Neutral,-0.28,Low Risk,Mediate,52.8,11.0,D,Underweight,Conservative Allocation,-1.335261351,"WATCHLIST: Reference return -0.3%, Safety 52.8/100, Risk: Low Risk","Risk Reference Prices (Current: 290.88) | Lower Warning: 276.34, Lower Danger: 261.79, Upper Warning: 305.42, Upper Danger: 319.97",WATCHLIST,-0.0131,-0.1176,-0.159,-0.1311,-0.2299,0.0231,0.0197,0.0172,-0.2738,0.456,0.54,-0.001,0.0095,-0.0098,-0.0131,-0.1118,-0.077,18.8474,E,1,0.3073,13.0474,5.4927,0.9702,Defensive,Weak,Moderately Conservative,High Risk Tactical Only,Core Allocation,Low Risk | Defensive | Weak,32.19,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile is only suitable for tactical, high-risk participation."
SMCI,MATURE,27.92,Downward,-1,2.44,65,47.98,Neutral,0.31,High Risk,Caution,0.0,37.5,C,Caution,Risk Mitigation,0.1579832,"WATCHLIST: Reference return 0.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 27.92) | Lower Warning: 26.52, Lower Danger: 25.13, Upper Warning: 29.32, Upper Danger: 30.71",WATCHLIST,0.0306,0.0437,0.0265,0.36,-0.1321,0.0473,0.0423,0.0456,-0.6618,0.48,0.516,0.0006,0.0346,-0.0309,0.0306,-0.0399,0.019,38.4015,E,1,24.9622,5.8798,7.5595,1.1178,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,36.9,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
SYF,MATURE,74.24,Downward,-1,1.44,60,56.33,Neutral,-0.2,Low Risk,Mediate,53.6,43.5,C,Caution,Risk Mitigation,1.105027512,"WATCHLIST: Reference return -0.2%, Safety 53.6/100, Risk: Low Risk","Risk Reference Prices (Current: 74.24) | Lower Warning: 70.53, Lower Danger: 66.82, Upper Warning: 77.95, Upper Danger: 81.66",WATCHLIST,-0.0201,-0.0311,-0.0173,0.1216,0.387,0.0117,0.0173,0.0171,-0.2761,0.544,0.456,0.0015,0.0144,-0.0139,-0.0201,-0.027,-0.0257,50.0589,D,2,27.4854,12.9083,9.6652,1.0358,Defensive,Strong,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Defensive | Strong,55.04,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
SNPS,MATURE,497.5,Downward,-1,2.58,50,60.66,Neutral,1.55,Low Risk,Caution,26.6,44.2,C,Caution,Risk Mitigation,0.32111153,"WATCHLIST: Reference return 1.6%, Safety 26.6/100, Risk: Low Risk","Risk Reference Prices (Current: 497.50) | Lower Warning: 472.62, Lower Danger: 447.75, Upper Warning: 522.38, Upper Danger: 547.25",WATCHLIST,0.0173,0.089,0.1879,0.1836,0.0421,0.0398,0.0329,0.0314,-0.4104,0.524,0.476,0.0009,0.0205,-0.0207,0.0173,-0.0066,0.0309,52.7588,D,2,35.8955,8.4467,8.4165,0.9894,Caution,Strong,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Strong,47.59,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
SYY,MATURE,72.49,Downward,-1,2.21,50,39.73,Bearish,-0.08,Low Risk,Mediate,60.2,44.0,C,Caution,Risk Mitigation,0.192208873,"WATCHLIST: Reference return -0.1%, Safety 60.2/100, Risk: Low Risk","Risk Reference Prices (Current: 72.49) | Lower Warning: 68.87, Lower Danger: 65.24, Upper Warning: 76.11, Upper Danger: 79.74",WATCHLIST,-0.0211,-0.0438,-0.0209,-0.102,0.0558,0.0156,0.0154,0.0322,-0.2398,0.5,0.496,0.0004,0.0109,-0.0102,-0.0211,-0.0532,-0.0297,27.8037,E,1,5.5863,14.2836,7.9338,1.0631,Defensive,Strong,Conservative,Defensive Hold,Core Allocation,Low Risk | Defensive | Strong,56.27,Suitable for lower-risk investors seeking relatively stable core exposure. Current conditions suggest a defensive stance rather than active accumulation.
TMUS,MATURE,194.42,Downward,-1,0.29,50,41.21,Neutral,-0.06,Low Risk,Mediate,47.9,28.6,D,Underweight,Conservative Allocation,-0.966372076,"WATCHLIST: Reference return -0.1%, Safety 47.9/100, Risk: Low Risk","Risk Reference Prices (Current: 194.42) | Lower Warning: 184.7, Lower Danger: 174.98, Upper Warning: 204.14, Upper Danger: 213.86",WATCHLIST,-0.0084,0.0018,0.0233,-0.0674,-0.2036,0.0325,0.0273,0.0206,-0.2851,0.496,0.504,-0.0008,0.011,-0.0124,-0.0084,0.0243,-0.0055,25.0515,E,1,6.3906,12.2129,6.4479,0.8878,Caution,Acceptable,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Acceptable,42.69,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
TROW,MATURE,103.08,Downward,-1,1.58,70,59.01,Neutral,0.66,Low Risk,Mediate,67.9,50.7,C+,Watchlist,Double Check,0.67277736,"WATCHLIST: Reference return 0.7%, Safety 67.9/100, Risk: Low Risk","Risk Reference Prices (Current: 103.08) | Lower Warning: 97.93, Lower Danger: 92.77, Upper Warning: 108.23, Upper Danger: 113.39",WATCHLIST,-0.0033,0.0361,0.0755,0.196,0.1883,0.0131,0.0105,0.0121,-0.1976,0.532,0.468,0.0008,0.0115,-0.0113,-0.0033,0.0406,0.0019,64.5141,C,3,35.7676,19.7852,8.9613,1.0135,Defensive,Strong,Conservative,Defensive Hold,Core Allocation,Low Risk | Defensive | Strong,64.33,Suitable for lower-risk investors seeking relatively stable core exposure. Current conditions suggest a defensive stance rather than active accumulation.
TTWO,MATURE,225.18,Downward,-1,1.7,40,60.38,Neutral,-0.22,Low Risk,Mediate,53.1,41.5,C,Caution,Risk Mitigation,0.002220616,"WATCHLIST: Reference return -0.2%, Safety 53.1/100, Risk: Low Risk","Risk Reference Prices (Current: 225.18) | Lower Warning: 213.92, Lower Danger: 202.66, Upper Warning: 236.44, Upper Danger: 247.7",WATCHLIST,0.0424,0.0728,0.0979,0.1224,-0.0006,0.0163,0.0209,0.0201,-0.2768,0.5,0.5,0.0002,0.0128,-0.0125,0.0424,0.0685,0.0534,49.8395,D,2,29.5046,12.7038,7.6311,1.0258,Defensive,Strong,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Defensive | Strong,52.32,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
TPR,MATURE,139.74,Upward,1,-0.43,35,45.55,Neutral,-0.38,Low Risk,Mediate,60.2,21.6,D,Underweight,Conservative Allocation,1.800389817,"WATCHLIST: Reference return -0.4%, Safety 60.2/100, Risk: Low Risk","Risk Reference Prices (Current: 139.74) | Lower Warning: 132.75, Lower Danger: 125.77, Upper Warning: 146.73, Upper Danger: 153.71",WATCHLIST,-0.021,-0.0458,-0.0738,-0.0081,0.9343,0.0162,0.0178,0.0233,-0.1571,0.568,0.432,0.0029,0.0177,-0.0165,-0.021,-0.0422,-0.0365,51.3316,D,2,17.3878,22.9845,10.9594,1.0751,Defensive,Weak,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Weak,41.28,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
TRGP,MATURE,258.98,Upward,1,2.59,65,48.02,Neutral,1.9,Low Risk,Mediate,65.7,53.7,C+,Watchlist,Double Check,1.9089453,"WATCHLIST: Reference return 1.9%, Safety 65.7/100, Risk: Low Risk","Risk Reference Prices (Current: 258.98) | Lower Warning: 246.03, Lower Danger: 233.08, Upper Warning: 271.93, Upper Danger: 284.88",WATCHLIST,0.0185,0.0849,0.0878,0.0963,0.6739,0.0216,0.0184,0.0167,-0.163,0.556,0.444,0.0022,0.0142,-0.0128,0.0185,0.0814,-0.0042,73.9388,B,4,40.2699,22.8912,10.7777,1.1092,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,65.13,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
TGT,MATURE,127.76,Upward,1,1.52,75,53.67,Neutral,1.13,Low Risk,Mediate,61.5,50.1,C+,Watchlist,Double Check,1.188232133,"WATCHLIST: Reference return 1.1%, Safety 61.5/100, Risk: Low Risk","Risk Reference Prices (Current: 127.76) | Lower Warning: 121.37, Lower Danger: 114.98, Upper Warning: 134.15, Upper Danger: 140.54",WATCHLIST,-0.0088,-0.0185,0.0689,0.128,0.4211,0.0114,0.0153,0.0161,-0.2027,0.54,0.452,0.0016,0.0153,-0.0148,-0.0088,-0.0116,-0.0153,62.4911,C,3,33.8961,19.1053,9.4897,1.0355,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,61.97,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
TEL,MATURE,205.28,Downward,-1,-0.83,45,50.02,Neutral,0.48,Low Risk,Mediate,48.0,19.0,D,Underweight,Conservative Allocation,1.044337985,"WATCHLIST: Reference return 0.5%, Safety 48.0/100, Risk: Low Risk","Risk Reference Prices (Current: 205.28) | Lower Warning: 195.02, Lower Danger: 184.75, Upper Warning: 215.54, Upper Danger: 225.81",WATCHLIST,-0.0104,-0.0572,-0.1334,0.0482,0.385,0.0201,0.0308,0.0289,-0.2111,0.584,0.416,0.0015,0.0133,-0.015,-0.0104,-0.0437,-0.0301,46.7444,D,2,19.3153,17.3383,10.0908,0.8849,Caution,Weak,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Weak,37.18,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
TDY,MATURE,637.58,Upward,1,1.17,65,44.85,Neutral,-0.44,Low Risk,Mediate,65.4,43.3,C,Caution,Risk Mitigation,1.181835272,"WATCHLIST: Reference return -0.4%, Safety 65.4/100, Risk: Low Risk","Risk Reference Prices (Current: 637.58) | Lower Warning: 605.7, Lower Danger: 573.82, Upper Warning: 669.46, Upper Danger: 701.34",WATCHLIST,-0.0043,-0.0217,-0.0155,0.0347,0.3319,0.0158,0.0145,0.0174,-0.1839,0.532,0.468,0.0013,0.0111,-0.01,-0.0043,-0.0171,-0.0128,50.4985,D,2,19.7739,20.9135,9.8111,1.1163,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,58.04,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
TER,MATURE,337.44,Upward,1,1.53,75,55.38,Neutral,2.1,Mediate Risk,Caution,9.5,41.6,C,Caution,Risk Mitigation,2.652448186,"WATCHLIST: Reference return 2.1%, Safety 9.5/100, Risk: Mediate Risk","Risk Reference Prices (Current: 337.44) | Lower Warning: 320.57, Lower Danger: 303.7, Upper Warning: 354.31, Upper Danger: 371.18",WATCHLIST,-0.0231,-0.1585,-0.0768,0.1603,3.4895,0.0969,0.0695,0.0589,-0.2673,0.58,0.42,0.0068,0.0288,-0.0235,-0.0231,-0.1929,-0.0176,48.5318,D,2,28.454,7.4198,12.658,1.2221,Speculative,Strong,Balanced Growth,Selective Exposure,Growth Allocation,Mediate Risk | Speculative | Strong,41.42,Suitable for investors seeking a balance between upside potential and manageable volatility. Current setup allows selective exposure under controlled sizing.
TSLA,MATURE,392.51,Downward,-1,2.91,65,47.11,Neutral,-1.52,Low Risk,Mediate,45.8,47.2,C+,Watchlist,Double Check,0.871536623,"WATCHLIST: Reference return -1.5%, Safety 45.8/100, Risk: Low Risk","Risk Reference Prices (Current: 392.51) | Lower Warning: 372.88, Lower Danger: 353.26, Upper Warning: 412.14, Upper Danger: 431.76",WATCHLIST,0.0043,0.0503,0.0777,0.0667,0.4005,0.013,0.0272,0.0273,-0.2993,0.532,0.468,0.0018,0.0232,-0.0225,0.0043,0.0431,0.0285,54.3364,D,2,34.2302,11.0181,9.088,1.0294,Caution,Strong,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Strong,56.93,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
TXN,MATURE,280.89,Upward,1,1.72,85,53.77,Neutral,-0.07,Low Risk,Caution,24.3,43.9,C,Caution,Risk Mitigation,1.555224144,"WATCHLIST: Reference return -0.1%, Safety 24.3/100, Risk: Low Risk","Risk Reference Prices (Current: 280.89) | Lower Warning: 266.85, Lower Danger: 252.8, Upper Warning: 294.93, Upper Danger: 308.98",WATCHLIST,-0.0005,-0.0047,0.2834,0.5006,0.7689,0.0243,0.0545,0.0396,-0.2957,0.52,0.468,0.0026,0.017,-0.0134,-0.0005,0.0135,-0.0007,62.4202,C,3,42.2677,9.5406,10.6119,1.2703,Risky,Strong,Moderately Conservative,Selective Exposure,Core Allocation,Low Risk | Risky | Strong,49.1,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current setup allows selective exposure under controlled sizing."
TPL,MATURE,432.83,Upward,1,4.34,100,48.37,Neutral,1.06,Low Risk,Caution,14.8,51.5,C+,Watchlist,Double Check,0.119988826,"ATTENTION: Reference return 1.1%, Safety 14.8/100, Risk: Low Risk","Risk Reference Prices (Current: 432.83) | Lower Warning: 411.19, Lower Danger: 389.55, Upper Warning: 454.47, Upper Danger: 476.11",ATTENTION,-0.0018,-0.0144,0.05,-0.1667,-0.0114,0.0139,0.0142,0.0411,-0.4234,0.524,0.476,0.0004,0.0196,-0.0208,-0.0018,-0.0139,-0.0244,23.6852,E,1,8.6699,6.9425,8.0728,0.9432,Risky,Strong,Moderately Conservative,Selective Exposure,Core Allocation,Low Risk | Risky | Strong,56.32,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current setup allows selective exposure under controlled sizing."
TXT,MATURE,90.94,Downward,-1,2.66,65,46.03,Neutral,-0.58,Low Risk,Mediate,61.3,49.6,C+,Watchlist,Double Check,0.969146801,"WATCHLIST: Reference return -0.6%, Safety 61.3/100, Risk: Low Risk","Risk Reference Prices (Current: 90.94) | Lower Warning: 86.39, Lower Danger: 81.85, Upper Warning: 95.49, Upper Danger: 100.03",WATCHLIST,-0.0399,0.0063,-0.0185,0.0244,0.2913,0.0356,0.0259,0.0211,-0.1469,0.536,0.46,0.0012,0.0121,-0.0115,-0.0399,0.0339,-0.0523,53.1964,D,2,19.8439,23.9592,9.3933,1.0453,Defensive,Strong,Conservative,Defensive Hold,Core Allocation,Low Risk | Defensive | Strong,62.34,Suitable for lower-risk investors seeking relatively stable core exposure. Current conditions suggest a defensive stance rather than active accumulation.
TMO,MATURE,462.6,Downward,-1,-2.06,20,51.34,Neutral,-0.2,Low Risk,Mediate,44.8,5.2,D,Underweight,Conservative Allocation,0.332521783,"WATCHLIST: Reference return -0.2%, Safety 44.8/100, Risk: Low Risk","Risk Reference Prices (Current: 462.60) | Lower Warning: 439.47, Lower Danger: 416.34, Upper Warning: 485.73, Upper Danger: 508.86",WATCHLIST,-0.0141,-0.0088,-0.1226,-0.0249,0.0995,0.0158,0.0286,0.0244,-0.2759,0.5,0.5,0.0006,0.0146,-0.0135,-0.0141,-0.0151,-0.0342,28.9917,E,1,8.4155,12.4559,8.1204,1.0854,Caution,Fragile,Moderately Conservative,Avoid / Too Fragile,Core Allocation,Low Risk | Caution | Fragile,25.22,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile appears too fragile for normal allocation."
TJX,MATURE,154.64,Upward,1,-0.43,35,50.28,Neutral,0.14,Low Risk,Safe,76.4,25.8,D,Underweight,Conservative Allocation,0.996715624,"WATCHLIST: Reference return 0.1%, Safety 76.4/100, Risk: Low Risk","Risk Reference Prices (Current: 154.64) | Lower Warning: 146.91, Lower Danger: 139.18, Upper Warning: 162.37, Upper Danger: 170.1",WATCHLIST,-0.014,-0.0234,-0.0352,-0.0022,0.2139,0.0067,0.0089,0.0134,-0.1013,0.496,0.5,0.0008,0.0092,-0.0075,-0.014,-0.0152,-0.0135,50.2756,D,2,14.0036,27.0529,9.2191,1.2323,Defensive,Acceptable,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Acceptable,48.68,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
TKO,MATURE,186.0,Downward,-1,1.21,60,43.31,Neutral,-0.8,Low Risk,Mediate,67.6,42.8,C,Caution,Risk Mitigation,0.423058405,"WATCHLIST: Reference return -0.8%, Safety 67.6/100, Risk: Low Risk","Risk Reference Prices (Current: 186.00) | Lower Warning: 176.7, Lower Danger: 167.4, Upper Warning: 195.3, Upper Danger: 204.6",WATCHLIST,0.0003,-0.0014,-0.048,-0.0126,0.1305,0.0067,0.0147,0.0173,-0.1828,0.528,0.46,0.0007,0.0137,-0.0143,0.0003,-0.0027,-0.0005,40.3809,E,1,10.974,21.0219,8.385,0.9614,Defensive,Strong,Conservative,Defensive Hold,Core Allocation,Low Risk | Defensive | Strong,57.86,Suitable for lower-risk investors seeking relatively stable core exposure. Current conditions suggest a defensive stance rather than active accumulation.
TTD,MATURE,24.1,Downward,-1,1.1,65,49.08,Neutral,-1.3,High Risk,Caution,0.0,30.4,D,Underweight,Conservative Allocation,-0.960039632,"WATCHLIST: Reference return -1.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 24.10) | Lower Warning: 22.9, Lower Danger: 21.69, Upper Warning: 25.31, Upper Danger: 26.51",WATCHLIST,-0.0058,0.0654,0.1465,-0.0004,-0.5658,0.0373,0.0393,0.0369,-0.7762,0.488,0.5,-0.0024,0.023,-0.0272,-0.0058,0.0054,0.0216,32.2545,E,1,19.0066,7.4017,5.8461,0.8462,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,31.53,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
TSCO,MATURE,32.31,Downward,-1,-1.72,40,34.36,Bearish,-2.36,Low Risk,Caution,20.7,3.4,D,Underweight,Conservative Allocation,-1.505308069,"WATCHLIST: Reference return -2.4%, Safety 20.7/100, Risk: Low Risk","Risk Reference Prices (Current: 32.31) | Lower Warning: 30.69, Lower Danger: 29.08, Upper Warning: 33.93, Upper Danger: 35.54",WATCHLIST,-0.0449,-0.1535,-0.2823,-0.2941,-0.3585,0.0199,0.032,0.0281,-0.4797,0.468,0.532,-0.0016,0.0129,-0.0143,-0.0449,-0.1206,-0.0795,14.0469,E,1,0.0515,8.5992,5.3962,0.898,Risky,Fragile,Moderately Conservative,Avoid / Too Fragile,Core Allocation,Low Risk | Risky | Fragile,18.4,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile appears too fragile for normal allocation."
TT,MATURE,486.5,Upward,1,4.13,100,50.81,Neutral,0.4,Low Risk,Mediate,64.0,60.5,B,Attention,Opportunity Confirmation,0.73265002,"ATTENTION: Reference return 0.4%, Safety 64.0/100, Risk: Low Risk","Risk Reference Prices (Current: 486.50) | Lower Warning: 462.17, Lower Danger: 437.85, Upper Warning: 510.83, Upper Danger: 535.15",ATTENTION,0.0,0.002,0.0339,0.1855,0.2158,0.0131,0.0146,0.0203,-0.2016,0.524,0.476,0.0009,0.0118,-0.0111,0.0,0.0002,-0.0123,58.8787,C,3,30.8574,18.9932,9.028,1.0659,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,75.96,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
TDG,MATURE,1149.72,Downward,-1,-1.38,45,43.55,Neutral,-0.69,Low Risk,Mediate,49.3,13.4,D,Underweight,Conservative Allocation,-0.675813829,"WATCHLIST: Reference return -0.7%, Safety 49.3/100, Risk: Low Risk","Risk Reference Prices (Current: 1149.72) | Lower Warning: 1092.23, Lower Danger: 1034.75, Upper Warning: 1207.21, Upper Danger: 1264.69",WATCHLIST,-0.0041,-0.0138,-0.1133,-0.0235,-0.1656,0.0105,0.0211,0.022,-0.253,0.52,0.48,-0.0006,0.0105,-0.0126,-0.0041,0.0013,-0.0088,24.6017,E,1,3.2333,14.1849,7.1836,0.8356,Caution,Weak,Moderately Conservative,High Risk Tactical Only,Core Allocation,Low Risk | Caution | Weak,33.93,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile is only suitable for tactical, high-risk participation."
TRV,MATURE,301.53,Upward,1,2.64,80,52.3,Neutral,0.65,Low Risk,Safe,78.5,58.0,B,Attention,Opportunity Confirmation,0.614004097,"ATTENTION: Reference return 0.7%, Safety 78.5/100, Risk: Low Risk","Risk Reference Prices (Current: 301.53) | Lower Warning: 286.45, Lower Danger: 271.38, Upper Warning: 316.61, Upper Danger: 331.68",ATTENTION,-0.0105,-0.0189,0.0065,0.0166,0.1449,0.0155,0.0121,0.0122,-0.0893,0.508,0.492,0.0006,0.0092,-0.0083,-0.0105,-0.004,-0.0118,49.7602,D,2,13.4866,27.5666,8.707,1.113,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,73.71,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
TRMB,MATURE,68.52,Downward,-1,2.78,65,55.63,Neutral,0.34,Low Risk,Mediate,56.3,50.8,C+,Watchlist,Double Check,0.237135526,"WATCHLIST: Reference return 0.3%, Safety 56.3/100, Risk: Low Risk","Risk Reference Prices (Current: 68.52) | Lower Warning: 65.09, Lower Danger: 61.67, Upper Warning: 71.95, Upper Danger: 75.37",WATCHLIST,0.0015,0.0221,0.0302,0.0428,0.0691,0.0097,0.0132,0.0184,-0.2663,0.56,0.44,0.0004,0.0119,-0.0142,0.0015,0.0174,0.0178,38.613,E,1,16.2324,13.458,8.9227,0.8378,Defensive,Strong,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Defensive | Strong,62.21,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
TFC,MATURE,49.48,Upward,1,1.43,75,48.74,Neutral,0.18,Low Risk,Mediate,64.5,47.8,C+,Watchlist,Double Check,1.137208995,"WATCHLIST: Reference return 0.2%, Safety 64.5/100, Risk: Low Risk","Risk Reference Prices (Current: 49.48) | Lower Warning: 47.01, Lower Danger: 44.53, Upper Warning: 51.95, Upper Danger: 54.43",WATCHLIST,-0.0285,-0.0374,-0.001,0.1205,0.318,0.0152,0.0132,0.014,-0.2067,0.536,0.46,0.0012,0.0115,-0.0107,-0.0285,-0.0246,-0.0392,55.265,D,2,26.8812,18.7959,9.5879,1.0689,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,61.61,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
TYL,MATURE,327.25,Downward,-1,1.08,65,57.38,Neutral,-1.03,High Risk,Caution,23.8,36.2,C,Caution,Risk Mitigation,-1.45074744,"WATCHLIST: Reference return -1.0%, Safety 23.8/100, Risk: High Risk","Risk Reference Prices (Current: 327.25) | Lower Warning: 310.89, Lower Danger: 294.53, Upper Warning: 343.61, Upper Danger: 359.98",WATCHLIST,-0.0246,-0.0253,0.0153,-0.0655,-0.4043,0.0295,0.0264,0.022,-0.5308,0.472,0.524,-0.0018,0.0134,-0.0155,-0.0246,-0.0432,-0.0407,18.6446,E,1,4.2767,9.0645,5.3033,0.8609,Risky,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Risky | Acceptable,42.38,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
TSN,MATURE,68.75,Upward,1,1.97,55,48.44,Neutral,-0.31,Low Risk,Mediate,67.2,46.8,C+,Watchlist,Double Check,0.979868636,"WATCHLIST: Reference return -0.3%, Safety 67.2/100, Risk: Low Risk","Risk Reference Prices (Current: 68.75) | Lower Warning: 65.31, Lower Danger: 61.88, Upper Warning: 72.19, Upper Danger: 75.62",WATCHLIST,0.0796,0.054,0.0583,0.1817,0.2693,0.0329,0.0251,0.0187,-0.1129,0.512,0.472,0.0011,0.0118,-0.0105,0.0796,0.0737,0.073,73.8122,B,4,38.6173,26.263,8.9319,1.1185,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,60.58,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
USB,MATURE,55.24,Upward,1,1.19,65,48.36,Neutral,-0.77,Low Risk,Safe,70.2,45.0,C+,Watchlist,Double Check,1.423700019,"WATCHLIST: Reference return -0.8%, Safety 70.2/100, Risk: Low Risk","Risk Reference Prices (Current: 55.24) | Lower Warning: 52.48, Lower Danger: 49.72, Upper Warning: 58.0, Upper Danger: 60.76",WATCHLIST,-0.0188,-0.0245,-0.0152,0.089,0.3889,0.0115,0.0119,0.0133,-0.1621,0.536,0.46,0.0014,0.011,-0.0098,-0.0188,-0.0061,-0.0251,58.261,C,3,25.0627,23.1109,10.0875,1.1279,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,60.63,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
UBER,MATURE,73.93,Downward,-1,0.38,50,55.78,Neutral,-0.02,Low Risk,Mediate,49.6,32.0,D,Underweight,Conservative Allocation,-0.415519168,"WATCHLIST: Reference return -0.0%, Safety 49.6/100, Risk: Low Risk","Risk Reference Prices (Current: 73.93) | Lower Warning: 70.23, Lower Danger: 66.54, Upper Warning: 77.63, Upper Danger: 81.32",WATCHLIST,-0.0158,-0.0103,0.014,0.0005,-0.1346,0.0163,0.0215,0.02,-0.3089,0.492,0.5,-0.0004,0.0151,-0.0156,-0.0158,-0.0095,-0.0091,24.8241,E,1,6.7824,11.2033,6.8384,0.9677,Caution,Acceptable,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Acceptable,45.99,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
UDR,MATURE,36.36,Downward,-1,1.73,75,47.28,Neutral,-0.15,Low Risk,Mediate,63.7,48.8,C+,Watchlist,Double Check,-0.718658725,"WATCHLIST: Reference return -0.1%, Safety 63.7/100, Risk: Low Risk","Risk Reference Prices (Current: 36.36) | Lower Warning: 34.54, Lower Danger: 32.72, Upper Warning: 38.18, Upper Danger: 40.0",WATCHLIST,-0.0008,0.0415,0.0483,0.0793,-0.1146,0.019,0.0187,0.0138,-0.1986,0.484,0.512,-0.0004,0.0095,-0.0098,-0.0008,0.0457,0.0006,45.0621,D,2,18.9071,19.6202,6.5348,0.9714,Defensive,Strong,Conservative,Defensive Hold,Core Allocation,Low Risk | Defensive | Strong,62.24,Suitable for lower-risk investors seeking relatively stable core exposure. Current conditions suggest a defensive stance rather than active accumulation.
